name,high_school,position,ht_wt,national_rank,position_rank,state_rank,recruit_score,college,year
Jamal Bieniemy," Tompkins (Katy, TX)  ", PG , 6-3 / 170 ,145,24,7,0.9294,oklahoma,2018
Kur Kuath," Salt Lake Community College (Salt Lake City, UT)  ", SF , 6-9 / 173 ,NA,NA,NA,NA,oklahoma,2018
Isaac Likekele," Mansfield Timberview (Arlington, TX)    ", PG , 6-4 / 205 ,156,26,10,0.9253,oklahoma-state,2018
Yor Anei," Shawnee Mission South (Overland Park, KS)    ", PF , 6-9 / 205 ,267,44,2,0.8800,oklahoma-state,2018
Duncan Demuth," Seminole (Seminole, FL)  ", PF , 6-8 / 215 ,330,56,37,0.8678,oklahoma-state,2018
Maurice Calloo," Huntington Prep (Huntington, WV)    ", PF , 6-8 / 210 ,340,57,14,0.8678,oklahoma-state,2018
Kaden Archie," Midlothian (Midlothian, TX)    ", SF , 6-6 / 200 ,89,19,3,0.9645,tcu,2018
Kendric Davis," Sam Houston (Houston, TX)    ", PG , 5-11 / 165 ,152,25,9,0.9281,tcu,2018
Yuat Alok," Chipola College (Marianna, FL)  ", C , 6-10 / 210 ,3,1,1,0.8939,tcu,2018
Russell Barlow," Berkner (Richardson, TX)  ", C , 6-9 / 215 ,247,37,19,0.8817,tcu,2018
Courtney Ramey," Webster Groves (Saint Louis, MO)    ", PG , 6-3 / 170 ,43,10,1,0.9843,texas,2018
Gerald Liddell," Steele (Cibolo, TX)    ", SF , 6-6 / 180 ,49,10,2,0.9820,texas,2018
Kamaka Hepa," Jefferson (Portland, OR)    ", PF , 6-9 / 210 ,58,11,1,0.9800,texas,2018
Jaxson Hayes," Archbishop Moeller (Cincinnati, OH)    ", PF , 6-10 / 195 ,102,21,5,0.9592,texas,2018
Brock Cunningham," Westlake (Austin, TX)  ", SF , 6-7 / 205 ,212,47,15,0.8903,texas,2018
Khavon Moore," Westside (Macon, GA)    ", SF , 6-8 / 187 ,54,12,4,0.9811,texas-tech,2018
Kyler Edwards," Findlay Prep (Henderson, NV)    ", SG , 6-4 / 195 ,159,32,4,0.9219,texas-tech,2018
Deshawn Corprew," South Plains College (Levelland, TX)    ", SF , 6-5 / 190 ,2,1,2,0.8939,texas-tech,2018
Josh Mballa," Putnam Science Academy (Putnam, CT)  ", PF , 6-8 / 205 ,483,87,6,0.8200,texas-tech,2018
Derek Culver," Brewster Academy (Wolfeboro, NH)    ", C , 6-8 / 205 ,84,11,2,0.9689,west-virginia,2018
Jordan McCabe," Kaukauna (Kaukauna, WI)    ", PG , 5-10 / 155 ,113,20,3,0.9488,west-virginia,2018
Trey Doomes," University School (Fort Lauderdale, FL)    ", SG , 6-3 / 185 ,169,36,15,0.9163,west-virginia,2018
Emmitt Matthews Jr.," Wilson (Tacoma, WA)    ", SF , 6-6 / 160 ,177,41,3,0.9112,west-virginia,2018
Andrew Gordon," Northwest Florida State College (Niceville, FL)  ", PF , 6-10 / 235 ,8,1,2,0.8839,west-virginia,2018
Jermaine Haley," Odessa C.C. (Odessa, TX)    ", CG , 6-7 / 185 ,10,2,6,0.8789,west-virginia,2018
Ayo Dosunmu," Morgan Park (Chicago, IL)    ", CG , 6-4 / 172 ,32,3,1,0.9888,illinois,2018
Tevian Jones," Culver City (Culver City, CA)    ", SF , 6-6 / 200 ,118,27,10,0.9423,illinois,2018
Alan Griffin," Archbishop Stepinac (White Plains, NY)    ", SG , 6-5 / 180 ,185,41,4,0.9038,illinois,2018
Samba Kane," Florida Preparatory Academy (Arcadia, FL)    ", C , 6-10 / 205 ,282,43,28,0.8773,illinois,2018
Andres Feliz," Northwest Florida State College (Niceville, FL)    ", PG , 6-2 / 180 ,11,1,3,0.8678,illinois,2018
Giorgi Bezhanishvili," St. Patrick (Elizabeth, NJ)    ", PF , 6-9 / 230 ,373,63,13,0.8618,illinois,2018
Anthony Higgs," Perry Hall (Nottingham, MD)    ", SF , 6-8 / 200 ,393,90,13,0.8578,illinois,2018
Romeo Langford," New Albany Senior (New Albany, IN)    ", SG , 6-6 / 215 ,7,2,1,0.9984,indiana,2018
Jerome Hunter," Pickerington North (Pickerington, OH)    ", PF , 6-7 / 214 ,59,12,2,0.9799,indiana,2018
Damezi Anderson," Riley (South Bend, IN)    ", SF , 6-7 / 215 ,124,30,3,0.9383,indiana,2018
Robert Phinisee," Mccutcheon (Lafayette, IN)    ", PG , 6-1 / 182 ,135,22,4,0.9358,indiana,2018
Jake Forrester," Westtown School (Norristown, PA)    ", PF , 6-8 / 218 ,147,27,3,0.9291,indiana,2018
Joe Wieskamp," Muscatine (Muscatine, IA)    ", SG , 6-4 / 170 ,60,11,1,0.9793,iowa,2018
C.J. Fredrick," Covington Catholic (Alexandria, KY)    ", SG , 6-4 / 165 ,242,53,3,0.8832,iowa,2018
Jalen Smith," Mount Saint Joseph (Baltimore, MD)    ", C , 6-10 / 195 ,16,3,1,0.9943,maryland,2018
Aaron Wiggins," Wesleyan Christian (High Point, NC)    ", SG , 6-6 / 180 ,42,7,5,0.9845,maryland,2018
Eric Ayala," IMG Academy (Bradenton, FL)    ", CG , 6-5 / 180 ,78,9,10,0.9709,maryland,2018
Serrel Smith," St. Petersburg (Saint Petersburg, FL)    ", SG , 6-3 / 170 ,153,30,14,0.9277,maryland,2018
Trace Ramsey," Don Bosco Prep Academy (Crown Point, IN)  ", SF , 6-7 / 200 ,270,60,8,0.8800,maryland,2018
Ricky Lindo," Woodrow Wilson (Washington, DC)  ", SF , 6-7 / 180 ,479,107,8,0.8300,maryland,2018
Ricky Lindo," Northfield Mount Hermon (Northfield, MA)  ", SF , 6-7 / 180 ,394,91,10,0.8578,maryland,2018
Marcus Bingham Jr.," Catholic Central (Grand Rapids, MI)    ", PF , 6-10 / 195 ,66,15,1,0.9760,michigan-state,2018
Foster Loyer," Clarkston (Clarkston, MI)    ", PG , 6-0 / 170 ,96,16,3,0.9634,michigan-state,2018
Gabe Brown," Belleville (Belleville, MI)    ", SF , 6-8.5 / 185 ,101,22,4,0.9597,michigan-state,2018
Aaron Henry," Ben Davis (Indianapolis, IN)    ", SF , 6-5 / 200 ,140,35,5,0.9332,michigan-state,2018
Thomas Kithier," Dakota (Macomb, MI)  ", PF , 6-8 / 225 ,161,31,7,0.9213,michigan-state,2018
Ignas Brazdeikis," Orangeville Prep (Mono, ON)    ", SF , 6-8 / 220 ,40,9,2,0.9859,michigan,2018
Brandon Johns," East Lansing (East Lansing, MI)    ", PF , 6-8 / 206 ,70,16,2,0.9734,michigan,2018
David DeJulius," East English Village Prep (Detroit, MI)    ", PG , 6-0 / 188 ,107,19,5,0.9572,michigan,2018
Colin Castleton," Father Lopez Catholic (Daytona Beach, FL)    ", C , 6-10 / 215 ,128,16,12,0.9371,michigan,2018
Adrien Nunez," St. Thomas More (Oakdale, CT)    ", SG , 6-5 / 175 ,305,62,4,0.8717,michigan,2018
Daniel Oturu," Cretin Derham Hall (Saint Paul, MN)    ", C , 6-10 / 220 ,50,6,2,0.9819,minnesota,2018
Jarvis Omersa," Orono Senior (Long Lake, MN)    ", PF , 6-8 / 225 ,196,36,3,0.8975,minnesota,2018
Gabe Kalscheur," De La Salle (Minneapolis, MN)    ", SG , 6-4 / 180 ,198,44,4,0.8968,minnesota,2018
Brady Heiman," Platteview Senior (Springfield, NE)  ", C , 6-10 / 200 ,341,55,2,0.8678,nebraska,2018
Amir Harris," St Maria Goretti (Hagerstown, MD)    ", CG , 6-5 / 170 ,357,30,11,0.8648,nebraska,2018
Karrington Davis," Montverde Academy (Montverde, FL)  ", SF , 6-6 / 175 ,364,84,38,0.8628,nebraska,2018
Pete Nance," Revere (Richfield, OH)    ", PF , 6-8 / 180 ,88,20,3,0.9654,northwestern,2018
Miller Kopp," Houston Christian (Houston, TX)    ", SF , 6-6 / 200 ,115,25,6,0.9449,northwestern,2018
Ryan Greer," Northfield Mount Hermon (Northfield, MA)    ", CG , 6-0 / 170 ,342,29,9,0.8678,northwestern,2018
Ryan Young," Bethlehem Catholic (Bethlehem, PA)  ", PF , 6-10 / 210 ,348,58,4,0.8660,northwestern,2018
Luther Muhammad," Hudson Catholic (Jersey City, NJ)    ", SG , 6-4 / 185 ,79,14,5,0.9704,ohio-state,2018
Jaedon LeDee," The Kinkaid School (Houston, TX)    ", PF , 6-7 / 230 ,103,22,5,0.9584,ohio-state,2018
Duane Washington," Sierra Canyon (Chatsworth, CA)    ", CG , 6-3 / 190 ,167,17,14,0.9177,ohio-state,2018
Justin Ahrens," Versailles (Versailles, OH)    ", SF , 6-5 / 181 ,249,54,7,0.8813,ohio-state,2018
Myles Dread," Gonzaga  (Washington, DC)    ", SG , 6-4 / 205 ,163,33,3,0.9209,penn-state,2018
Myreon Jones," Lincoln Academy (Suwanee, GA)    ", CG , 6-3 / 170 ,179,18,7,0.9101,penn-state,2018
Rasir Bolton," Massanutten Military Academy (Woodstock, VA)    ", PG , 6-3 / 170 ,206,34,7,0.8921,penn-state,2018
Daniil Kasatkin," Mountain Mission School (Grundy, VA)  ", PG , 6-7 / 185 ,513,79,21,0.7900,penn-state,2018
Izaiah Brockington," Woodstock Academy (Woodstock, CT)  ", SF , 6-5 / 180 ,NA,NA,NA,NA,penn-state,2018
Eric Hunter," Charles A Tindley Accelerated Sch (Indianapolis, IN)    ", SG , 6-3 / 165 ,150,29,6,0.9282,purdue,2018
Trevion Williams," Henry Ford II (Sterling Heights, MI)    ", C , 6-8 / 250 ,154,18,6,0.9277,purdue,2018
Emmanuel Dowuona," Westwood Christian School (Miami, FL)    ", C , 6-11 / 220 ,171,19,16,0.9152,purdue,2018
Montez Mathis," John Carroll School (Bel Air, MD)    ", SG , 6-4 / 190 ,134,26,5,0.9359,rutgers,2018
Ronald Harper," Don Bosco Prep (Ramsey, NJ)  ", SF , 6-6 / 200 ,175,40,7,0.9137,rutgers,2018
Caleb McConnell," SPIRE Academy (Geneva, OH)    ", SG , 6-5 / 175 ,335,73,9,0.8678,rutgers,2018
Shaq Carter," Eastern Florida State College (Cocoa, FL)  ", PF , 6-9 / 240 ,12,2,4,0.8628,rutgers,2018
Taylor Currie," Clarkston (Clarkston, MI)  ", C , 6-8 / 200 ,205,26,8,0.8928,wisconsin,2018
Tai Strickland," St. Petersburg (Saint Petersburg, FL)    ", PG , 6-2 / 180 ,303,48,32,0.8723,wisconsin,2018
Joe Hedstrom," Hopkins  (Hopkins, MN)  ", C , 6-10 / 200 ,386,61,6,0.8600,wisconsin,2018
Luguentz Dort," Athlete Institute Basketball Academy (Toronto, ON)    ", SG , 6-4 / 200 ,30,5,1,0.9895,arizona-state,2018
Taeshon Cherry," Foothills Christian (El Cajon, CA)    ", SF , 6-8 / 210 ,38,8,3,0.9873,arizona-state,2018
Elias Valtonen," Helsinki Basketball Academy (Finland, FINL)    ", SG , 6-6 / 195 ,126,24,1,0.9378,arizona-state,2018
Uros Plavsic," Hamilton Heights Christian Academy (Chattanooga, TN)  ", C , 7-1 / 240 ,184,21,5,0.9039,arizona-state,2018
Devonaire Doutrive," Birmingham (Van Nuys, CA)    ", SG , 6-5 / 175 ,72,13,6,0.9732,arizona,2018
Omar Thielemans," Gistel Oostende (Belgium, BELG)  ", SF , 6-7 / 200 ,119,28,1,0.9418,arizona,2018
Brandon Williams," Crespi (Encino, CA)    ", PG , 6-2 / 185 ,34,8,2,0.9886,arizona,2018
Matt Bradley," San Bernardino (San Bernardino, CA)    ", SF , 6-4 / 190 ,114,24,9,0.9465,california,2018
Jacobi Gordon," Fallbrook College Preparatory Academy (Houston, TX)  ", SF , 6-6 / 205 ,148,37,8,0.9290,california,2018
Andre Kelly," Lincoln (Stockton, CA)    ", PF , 6-7 / 235 ,273,47,25,0.8794,california,2018
Connor Vanover," Findlay Prep (Henderson, NV)    ", C , 7-2 / 210 ,355,57,10,0.8648,california,2018
Daylen Kountz," East (Denver, CO)    ", SG , 6-4 / 170 ,395,86,3,0.8573,colorado,2018
Elijah Parquet," Westbrook School (Westbrook, TX)  ", SG , 6-4 / 185 ,418,91,28,0.8556,colorado,2018
Jakub Dombek," Get Better Academy (Czech Republic, CZEC)  ", PF , 6-9 / 205 ,1,1,1,0.8500,colorado,2018
Shane Gatling," Indian Hills C.C. (Ottumwa, IA)  ", CG , 6-2 / 170 ,NA,NA,NA,NA,colorado,2018
Bol Bol," Findlay Prep (Henderson, NV)    ", C , 7-2 / 230 ,4,1,1,0.9989,oregon,2018
Louis King," Hudson Catholic (Jersey City, NJ)    ", SF , 6-8 / 195 ,20,5,2,0.9929,oregon,2018
Will Richardson," Oak Hill Academy (Mouth Of Wilson, VA)    ", SG , 6-4 / 170 ,46,8,3,0.9832,oregon,2018
Francis Okoro," Normal Community West (Normal, IL)    ", C , 6-9 / 225 ,56,7,2,0.9808,oregon,2018
Miles Norris," Brewster Academy (Wolfeboro, NH)    ", PF , 6-10 / 190 ,74,17,1,0.9730,oregon,2018
Jack Wilson," Junipero Serra (San Mateo, CA)    ", C , 6-11 / 250 ,283,44,27,0.8764,oregon-state,2018
Warren Washington," Mission Hills (San Marcos, CA)  ", PF , 6-11 / 210 ,359,61,37,0.8639,oregon-state,2018
Jordan Campbell," Silverado (Victorville, CA)  ", SG , 6-2 / 160 ,481,109,54,0.8206,oregon-state,2018
Kylor Kelley," Lane Community College (Eugene, OR)  ", PF , 7-1 / 205 ,NA,NA,NA,NA,oregon-state,2018
Cormac Ryan," Milton Academy (Milton, MA)    ", CG , 6-5 / 175 ,68,8,4,0.9751,stanford,2018
Jaiden Delaire," The Loomis Chaffee School (Windsor, CT)    ", PF , 6-8 / 210 ,77,18,1,0.9715,stanford,2018
Bryce Wills," Iona Preparatory School (New Rochelle, NY)    ", SG , 6-5 / 170 ,143,27,3,0.9304,stanford,2018
Lukas Kisunas," Brewster Academy (Wolfeboro, NH)    ", C , 6-8 / 235 ,209,27,5,0.8915,stanford,2018
Keenan Fitzmorris," New Hampton School (New Hampton, NH)    ", C , 6-11 / 190 ,225,30,7,0.8871,stanford,2018
Moses Brown," Archbishop Molloy (Jamaica, NY)    ", C , 7-0 / 210 ,27,4,1,0.9910,ucla,2018
Shareef O'Neal," Crossroads School (Santa Monica, CA)    ", PF , 6-9 / 205 ,41,8,4,0.9850,ucla,2018
Jules Bernard," Windward School (Los Angeles, CA)    ", SG , 6-6 / 190 ,55,10,5,0.9808,ucla,2018
David Singleton," Bishop Montgomery (Torrance, CA)    ", SG , 6-5 / 205 ,85,16,7,0.9685,ucla,2018
Tyger Campbell," La Lumiere School (La Porte, IN)    ", PG , 6-0 / 165 ,91,14,2,0.9643,ucla,2018
Kenneth Nwuba," Huntington Prep (Huntington, WV)    ", C , 6-10 / 240 ,246,36,4,0.8819,ucla,2018
Kevin Porter Jr.," Rainier Beach (Seattle, WA)    ", SG , 6-5 / 210 ,28,4,1,0.9907,usc,2018
Elijah Weaver," Rockledge (ROCKLEDGE, FL)    ", CG , 6-4 / 195 ,45,5,6,0.9832,usc,2018
J'Raan Brooks," Garfield (Seattle, WA)    ", PF , 6-8 / 215 ,83,19,2,0.9693,usc,2018
Both Gach," Compass Prep (Chandler, AZ)  ", SF , 6-7 / 190 ,121,29,1,0.9406,utah,2018
Timmy Allen," Red Mountain (Mesa, AZ)    ", SF , 6-6 / 200 ,129,32,2,0.9369,utah,2018
Riley Battin," Oak Park (Oak Park, CA)    ", C , 6-9 / 220 ,227,31,22,0.8865,utah,2018
Lahat Thioune," Florida Air Academy (Melbourne, FL)  ", PF , 6-11 / 205 ,268,45,26,0.8800,utah,2018
Charles Jones," College of Southern Idaho (Rogerson, ID)  ", PG , 6-2 / 200 ,15,2,1,0.8556,utah,2018
Naseem Gaskin," Bishop O'Dowd (Oakland, CA)    ", SG , 6-3 / 170 ,471,106,51,0.8375,utah,2018
Kevin Kremer," Pleasant Valley (Chico, CA)    ", SG , 6-4 / 190 ,NA,NA,NA,NA,utah,2018
Jamal Bey," Bishop Gorman (Las Vegas, NV)    ", SF , 6-6 / 200 ,109,23,2,0.9541,washington,2018
Bryan Penn-Johnson," Wasatch Academy (Mount Pleasant, UT)    ", C , 7-0 / 215 ,174,20,1,0.9139,washington,2018
Elijah Hardy," Bishop O'Dowd (Oakland, CA)    ", PG , 6-2 / 170 ,201,33,19,0.8948,washington,2018
Nate Roberts," Brewster Academy (Wolfeboro, NH)    ", C , 6-11.5 / 220 ,244,35,8,0.8829,washington,2018
Riley Sorn," Richland (Richland, WA)  ", C , 7-3 / 235 ,467,74,9,0.8400,washington,2018
CJ Elleby," Cleveland (Seattle, WA)    ", SF , 6-6 / 180 ,385,86,6,0.8600,washington-state,2018
Isaiah Wade," Iowa Western C.C. (Council Bluffs, IA)  ", PF , 6-8 / 220 ,NA,NA,NA,NA,washington-state,2018
Marvin Cannon," Barton C.C. (Great Bend, KS)    ", SF , 6-5 / 160 ,NA,NA,NA,NA,washington-state,2018
Aljaz Kunc," Impact Academy (Sarasota, FL)  ", SF , 6-8 / 220 ,NA,NA,NA,NA,washington-state,2018
Ahmed Ali," Eastern Florida State College (Cocoa, FL)  ", PG , 5-11 / 165 ,NA,NA,NA,NA,washington-state,2018
Jervae Robinson," Otero (La Junta, CO)  ", PG , 6-2 / 180 ,NA,NA,NA,NA,washington-state,2018
Kira Lewis," Hazel Green (Hazel Green, AL)    ", PG , 6-3 / 160 ,39,9,1,0.9865,alabama,2018
Diante Wood," Sacred Heart Catholic School (Anniston, AL)    ", SG , 6-4 / 175 ,221,49,4,0.8879,alabama,2018
Javian Davis," Canton (Canton, MS)    ", C , 6-9 / 230 ,289,45,3,0.8744,alabama,2018
Keyshawn Embery," IMG Academy (Bradenton, FL)    ", PG , 6-3 / 175 ,138,23,13,0.9348,arkansas,2018
Reggie Chaney," Findlay Prep (Henderson, NV)    ", PF , 6-7 / 215 ,157,29,3,0.9240,arkansas,2018
Ethan Henderson," Parkview Magnet (Little Rock, AR)    ", PF , 6-8 / 185 ,160,30,1,0.9217,arkansas,2018
Isaiah Joe," Northside (Fort Smith, AR)    ", SG , 6-2 / 160 ,170,37,2,0.9160,arkansas,2018
Jordan Phillips," Grace Preparatory Academy (Arlington, TX)    ", SG , 6-5 / 175 ,190,42,11,0.9001,arkansas,2018
Desi Sills," Jonesboro (Jonesboro, AR)    ", PG , 6-2 / 180 ,256,44,3,0.8802,arkansas,2018
Mason Jones," Connors State College (Warner, OK)    ", SG , 6-5 / 205 ,13,4,1,0.8600,arkansas,2018
Ibrahim Ali," Maumelle (Maumelle, AR)  ", PF , 6-10 / 265 ,NA,NA,NA,NA,arkansas,2018
J'Von McCormick," Lee College (Baytown, TX)  ", PG , 6-0 / 175 ,NA,NA,NA,NA,auburn,2018
Andrew Nembhard," Montverde Academy (Montverde, FL)    ", PG , 6-4 / 185 ,23,6,4,0.9926,florida,2018
Keyontae Johnson," Oak Hill (Oak Hill, WV)    ", SF , 6-5 / 190 ,69,16,1,0.9741,florida,2018
Noah Locke," McDonogh School (Owings Mills, MD)    ", SG , 6-2 / 160 ,80,15,3,0.9701,florida,2018
Amanze Ngumezi," Johnson (Savannah, GA)  ", PF , 6-9 / 235 ,111,23,6,0.9518,georgia,2018
Ignas Sargiunas," Lithuania (Lithuania, LITH)  ", CG , 6-4 / 195 ,123,12,1,0.9398,georgia,2018
Tye Fagan," Upson-Lee (Thomaston, GA)    ", CG , 6-3 / 170 ,216,20,11,0.8890,georgia,2018
JoJo Toppin," Norcross (Norcross, GA)  ", SF , 6-6 / 175 ,336,75,16,0.8678,georgia,2018
EJ Montgomery," Wheeler (Marietta, GA)    ", PF , 6-10 / 200 ,9,2,1,0.9967,kentucky,2018
Ashton Hagans," Newton (Covington, GA)    ", PG , 6-4 / 185 ,12,1,2,0.9959,kentucky,2018
Keldon Johnson," Oak Hill Academy (Mouth Of Wilson, VA)    ", SF , 6-6 / 216 ,13,3,1,0.9955,kentucky,2018
Immanuel Quickley," John Carroll School (Bel Air, MD)    ", PG , 6-3 / 175 ,22,5,2,0.9926,kentucky,2018
Tyler Herro," Whitnall (Milwaukee, WI)    ", SG , 6-5 / 195 ,37,6,1,0.9876,kentucky,2018
Naz Reid," Roselle Catholic (Roselle, NJ)    ", PF , 6-9 / 220 ,18,4,1,0.9936,lsu,2018
Emmitt Williams," Oak Ridge (Orlando, FL)    ", PF , 6-7 / 215 ,26,6,5,0.9913,lsu,2018
Javonte Smart," Scotlandville Magnet (Baton Rouge, LA)    ", CG , 6-4 / 185 ,35,4,1,0.9883,lsu,2018
Darius Days," The Rock School (Gainesville, FL)    ", PF , 6-7 / 218 ,62,13,8,0.9782,lsu,2018
Marlon Taylor," Panola (Carthage, TX)    ", SG , 6-6 / 210 ,7,3,4,0.8889,lsu,2018
Aundre Hyatt," Miller School (Charlottesville, VA)    ", SF , 6-7 / 210 ,360,82,15,0.8639,lsu,2018
Danya Kingsby," College of Southern Idaho (Rogerson, ID)  ", SG , 6-1 / 175 ,17,5,2,0.8556,lsu,2018
Courtese Cooper," Triton (River Grove, IL)  ", PF , 6-9 / 205 ,NA,NA,NA,NA,lsu,2018
Reggie Perry," Thomasville (Thomasville, GA)    ", PF , 6-9 / 200 ,31,7,3,0.9891,mississippi-state,2018
Robert Woodard," Columbus (Columbus, MS)    ", SF , 6-6 / 220 ,63,14,1,0.9782,mississippi-state,2018
DJ Stewart," Riverside (Benoit, MS)    ", SG , 6-6 / 190 ,116,23,2,0.9430,mississippi-state,2018
Jethro Tshisumpa," San Jacinto College (Pasadena, TX)    ", C , 6-10 / 260 ,9,2,5,0.8789,mississippi-state,2018
Xavier Pinson," Simeon (Chicago, IL)    ", PG , 6-2 / 170 ,248,42,5,0.8814,missouri,2018
Christian Guess," Shaker Heights (Cleveland, OH)    ", SF , 6-5 / 180 ,343,77,10,0.8678,missouri,2018
Torrence Watson," Whitfield School (Saint Louis, MO)  ", SG , 6-5 / 175 ,112,22,3,0.9498,missouri,2018
Blake Hinson," Sunrise Christian (Wichita, KS)    ", PF , 6-7 / 230 ,144,26,1,0.9299,ole-miss,2018
Luis Rodriguez," Woodstock Academy (Woodstock, CT)    ", SF , 6-6 / 200 ,195,45,2,0.8979,ole-miss,2018
KJ Buffen," Gainesville (Gainesville, GA)    ", SF , 6-7 / 205 ,229,51,12,0.8861,ole-miss,2018
Carlos Curry," Dougherty Comprehensive (Albany, GA)  ", PF , 6-11 / 220 ,412,73,21,0.8556,ole-miss,2018
Brian Halums," Itawamba C.C. (Fulton, MS)  ", SG , 6-5 / 185 ,NA,NA,NA,NA,ole-miss,2018
Franco Miller Jr.," Crestwood (Mantua, OH)  ", PG , 6-2 / 180 ,NA,NA,NA,NA,ole-miss,2018
Miles Miller," Meridian (Meridian, MS)  ", PG , 6-0 / 135 ,458,68,9,0.8400,ole-miss,2018
A.J. Lawson," GTA Prep (Mississauga, ON)    ", CG , 6-6 / 160 ,146,16,3,0.9293,south-carolina,2018
TJ Moss," Findlay Prep (Henderson, NV)    ", SG , 6-4 / 180 ,207,47,6,0.8920,south-carolina,2018
Jermaine Couisnard," Montverde Academy (Montverde, FL)    ", CG , 6-4 / 185 ,218,21,20,0.8882,south-carolina,2018
Keyshawn Bryant," Winter Haven (Winter Haven, FL)    ", SF , 6-6 / 183 ,292,66,5,0.8743,south-carolina,2018
Alanzo Frink," Roselle Catholic (Roselle, NJ)    ", PF , 6-8 / 265 ,437,80,16,0.8500,south-carolina,2018
D.J. Burns," Rock Hill (Rock Hill, SC)    ", C , 6-9 / 248 ,108,14,3,0.9561,tennessee,2018
Wendell Mitchell," Trinity Valley C.C. (Athens, TX)    ", CG , 6-3 / 185 ,5,1,3,0.8889,texas-am,2018
Brandon Mahan," Chipola College (Marianna, FL)    ", SG , 6-5 / 200 ,NA,NA,NA,NA,texas-am,2018
John Brown," Blinn College (Brenham, TX)  ", PF , 6-10 / 226 ,NA,NA,NA,NA,texas-am,2018
Simisola Shittu," Vermont Academy (Saxtons River, VT)    ", PF , 6-9 / 220 ,11,3,1,0.9964,vanderbilt,2018
Darius Garland," Brentwood Academy (Brentwood, TN)    ", PG , 6-3 / 170 ,14,2,1,0.9951,vanderbilt,2018
Aaron Nesmith," Porter Gaud School (Charleston, SC)    ", SG , 6-5 / 190 ,64,12,2,0.9780,vanderbilt,2018
Antonio Rizzuto," Northeastern (Manchester, PA)  ", PG , 6-3 / 180 ,NA,NA,NA,NA,albany,2018
Malachi De Sousa," John F Kennedy Catholic S (Somers, NY)  ", SF , 6-6 / 200 ,NA,NA,NA,NA,albany,2018
Calistus Anyichie," St Mary Of The Assumption (Elizabeth, NJ)  ", SF , 6-8 / 190 ,NA,NA,NA,NA,binghamton,2018
Sam Sessoms," The Shipley School (Bryn Mawr, PA)  ", PG , 5-10 / 175 ,NA,NA,NA,NA,binghamton,2018
Michael Dunne," Matawan Regional (Matawan, NJ)  ", SG , 6-2 / 170 ,NA,NA,NA,NA,hartford,2018
Hunter Marks," Wonthaggi Secondary College (Australia, AUST)  ", PF , 6-9 / 190 ,NA,NA,NA,NA,hartford,2018
Stephane Ingo," Gould Academy (Bethel, ME)    ", PF , 6-9 / - ,NA,NA,NA,NA,maine,2018
Miles Latimer," Paul VI Catholic (Fairfax, VA)  ", PG , 6-2 / 165 ,NA,NA,NA,NA,stony-brook,2018
Alex Christie," MacDuffie School (Granby, MA)  ", C , 6-11 / 230 ,NA,NA,NA,NA,stony-brook,2018
Jeffrey Otchere," Garden City C.C.  (Garden City, KS)  ", C , 6-10 / 230 ,NA,NA,NA,NA,stony-brook,2018
Robin Duncan," William Henry Harrison (Evansville, IN)  ", SG , 6-4 / 165 ,490,112,14,0.8200,vermont,2018
Logan Johnson," St. Francis (Mountain View, CA)    ", PG , 6-2 / 170 ,192,31,17,0.9000,cincinnati,2018
Rashawn Fredericks," Motlow State Community College (Tullahoma, TN)  ", SG , 6-6 / - ,4,2,1,0.8900,cincinnati,2018
LaQuill Hardnett," Perry Hall (Nottingham, MD)  ", SF , 6-7 / 195 ,264,58,8,0.8800,cincinnati,2018
Prince Gillam," Fresno (Fresno, CA)  ", PF , 6-6 / 220 ,322,54,33,0.8700,cincinnati,2018
Brendan Adams," Calvert Hall College (Towson, MD)    ", PG , 6-4 / 180 ,178,30,6,0.9105,uconn,2018
Jayden Gardner," Heritage (Wake Forest, NC)    ", PF , 6-7 / 225 ,387,66,20,0.8600,east-carolina,2018
DeShaun Wade," Miller School (Charlottesville, VA)    ", SG , 6-2 / 190 ,470,105,19,0.8400,east-carolina,2018
Rico Quinton," Dyer County (Newbern, TN)  ", C , 6-10 / 200 ,NA,NA,NA,NA,east-carolina,2018
Tae Hardy," Believe Prep Academy (Athens, TN)    ", CG , 6-3 / 195 ,NA,NA,NA,NA,east-carolina,2018
Tyler Foster," Mount Zion Christian Academy (Durham, NC)  ", SG , 6-5 / 178 ,NA,NA,NA,NA,east-carolina,2018
Milan Stakic," Believe Prep Academy (Athens, TN)  ", C , 7-2 / 238 ,NA,NA,NA,NA,east-carolina,2018
Nate Hinton," Gaston Day School Inc (Gastonia, NC)    ", SG , 6-6 / 198 ,105,20,9,0.9578,houston,2018
Antwann Jones," Oak Ridge (Orlando, FL)    ", SG , 6-6 / 210 ,106,21,11,0.9575,memphis,2018
Tyler Harris," Cordova (Cordova, TN)    ", PG , 5-9 / 150 ,131,21,2,0.9364,memphis,2018
Alex Lomax," East (Memphis, TN)    ", PG , 5-11 / 189 ,158,27,3,0.9233,memphis,2018
Ryan Boyce," East (Memphis, TN)  ", SG , 6-5 / 180 ,230,50,6,0.8857,memphis,2018
David Wingett," Bull City Prep (Carrboro, NC)    ", SG , 6-7 / 185 ,320,68,17,0.8700,memphis,2018
Jayden Hardaway," IMG Academy (Bradenton, FL)  ", SG , 6-4 / 175 ,514,119,43,0.7783,memphis,2018
